1,1,735.13,267.23,67.74000000000001,38.96999999999997,1,1,1.0
1,2,211.84,245.7,93.71000000000001,48.25,1,1,1.0
1,3,119.05,331.06,140.09999999999997,64.01999999999998,1,1,1.0
2,1,720.63,269.08,69.08000000000004,39.73000000000002,1,1,1.0
2,2,211.62,245.7,93.93,48.25,1,1,1.0
2,3,95.49,334.88,140.26,64.01999999999998,1,1,1.0
3,1,706.12,270.94,70.42999999999995,40.49000000000001,1,1,1.0
3,2,211.41,245.7,94.14000000000001,48.25,1,1,1.0
3,3,71.93,338.69,140.41,64.01999999999998,1,1,1.0
4,1,691.61,272.79,71.76999999999998,41.25999999999999,1,1,1.0
4,2,211.2,245.7,94.35000000000002,48.25,1,1,1.0
4,3,48.36,342.51,140.57999999999998,64.01999999999998,1,1,1.0
5,1,677.1,274.65,73.12,42.02000000000004,1,1,1.0
5,2,210.98,245.7,94.57000000000002,48.25,1,1,1.0
5,3,24.8,346.32,140.73,64.01999999999998,1,1,1.0
6,1,662.59,276.51,74.46999999999991,42.78000000000003,1,1,1.0
6,2,210.77,245.7,94.78,48.25,1,1,1.0
6,3,0.0,350.13,142.12,64.01999999999998,1,1,1.0
7,1,648.09,278.36,75.80999999999995,43.55000000000001,1,1,1.0
7,2,210.56,245.7,94.99000000000001,48.25,1,1,1.0
7,3,0.0,353.95,118.72,64.02000000000004,1,1,1.0
8,1,633.58,280.22,77.15999999999997,44.309999999999945,1,1,1.0
8,2,210.35,245.7,95.20000000000002,48.25,1,1,1.0
8,3,0.1,357.76,95.21000000000001,64.01999999999998,1,1,1.0
9,1,619.07,282.07,78.50999999999999,45.06999999999999,1,1,1.0
9,2,210.13,245.7,95.42000000000002,48.25,1,1,1.0
9,3,0.19,361.58,71.72,64.02000000000004,1,1,1.0
10,1,604.56,283.93,79.86000000000001,45.829999999999984,1,1,1.0
10,2,209.92,245.7,95.63000000000002,48.25,1,1,1.0
10,3,0.29,365.39,48.21,64.02000000000004,1,1,1.0
11,1,590.05,285.78,81.21000000000004,46.60000000000002,1,1,1.0
11,2,209.71,245.7,95.84,48.25,1,1,1.0
11,3,0.29,365.39,28.71,64.02000000000004,1,1,1.0
12,1,575.55,287.64,82.55000000000007,47.360000000000014,1,1,1.0
12,2,209.49,245.7,96.06,48.25,1,1,1.0
13,1,557.36,289.93,85.21000000000004,48.599999999999966,1,1,1.0
13,2,209.28,245.7,96.27000000000001,48.25,1,1,1.0
14,1,539.18,292.22,87.87,49.829999999999984,1,1,1.0
14,2,209.07,245.7,96.48000000000002,48.25,1,1,1.0
15,1,520.99,294.51,90.52999999999997,51.06999999999999,1,1,1.0
15,2,208.85,245.7,96.70000000000002,48.25,1,1,1.0
16,1,502.8,296.79,93.19,52.31999999999999,1,1,1.0
16,2,208.64,245.7,96.91000000000003,48.25,1,1,1.0
17,1,484.62,299.08,95.85000000000002,53.55000000000001,1,1,1.0
17,2,208.43,245.7,97.12,48.25,1,1,1.0
18,1,466.43,301.37,98.51000000000005,54.79000000000002,1,1,1.0
18,2,208.22,245.7,97.33000000000001,48.25,1,1,1.0
19,1,448.25,303.66,101.15999999999997,56.02999999999997,1,1,1.0
19,2,208.0,245.7,97.55000000000001,48.25,1,1,1.0
20,1,430.06,305.95,103.82999999999998,57.25999999999999,1,1,1.0
20,2,207.79,245.7,97.76000000000002,48.25,1,1,1.0
21,1,411.88,308.24,106.48000000000002,58.5,1,1,1.0
21,2,207.58,245.7,97.97,48.25,1,1,1.0
22,1,393.69,310.53,109.13999999999999,59.74000000000001,1,1,1.0
22,2,207.36,245.7,98.19,48.25,1,1,1.0
23,1,375.51,312.82,111.80000000000001,60.97000000000003,1,1,1.0
23,2,207.15,245.7,98.4,48.25,1,1,1.0
24,1,357.32,315.1,114.45999999999998,62.21999999999997,1,1,1.0
24,2,206.94,245.7,98.61000000000001,48.25,1,1,1.0
25,1,339.13,317.39,117.12,63.460000000000036,1,1,1.0
25,2,206.73,245.7,98.82000000000002,48.25,1,1,1.0
26,1,320.95,319.68,119.78000000000003,64.69,1,1,1.0
26,2,206.51,245.7,99.04000000000002,48.25,1,1,1.0
27,1,302.76,321.97,122.44,65.92999999999995,1,1,1.0
27,2,206.3,245.7,99.25,48.25,1,1,1.0
28,1,279.4,326.02,125.30000000000001,66.43,1,1,1.0
28,2,206.3,245.7,99.25,48.25,1,1,1.0
29,1,256.03,330.07,128.17000000000002,66.94,1,1,1.0
29,2,206.3,245.7,99.25,48.25,1,1,1.0
30,1,232.67,334.12,131.03,67.44,1,1,1.0
30,2,206.3,245.7,99.25,48.25,1,1,1.0
31,1,209.31,338.16,133.89,67.95999999999998,1,1,1.0
31,2,206.3,245.7,99.25,48.25,1,1,1.0
32,1,185.94,342.21,136.76,68.46000000000004,1,1,1.0
32,2,206.3,245.7,99.25,48.25,1,1,1.0
33,1,162.58,346.26,139.61999999999998,68.97000000000003,1,1,1.0
33,2,206.3,245.7,99.25,48.25,1,1,1.0
34,1,139.21,350.31,142.48999999999998,69.46999999999997,1,1,1.0
34,2,206.3,245.7,99.25,48.25,1,1,1.0
35,1,115.85,354.36,145.35,69.97999999999996,1,1,1.0
35,2,206.3,245.7,99.25,48.25,1,1,1.0
36,1,92.48,358.41,148.21999999999997,70.47999999999996,1,1,1.0
36,2,206.3,245.7,99.25,48.25,1,1,1.0
37,1,69.12,362.46,151.07999999999998,70.99000000000001,1,1,1.0
37,2,206.3,245.7,99.25,48.25,1,1,1.0
38,1,45.75,366.51,153.95,71.49000000000001,1,1,1.0
38,2,206.3,245.7,99.25,48.25,1,1,1.0
39,1,21.2,372.69,153.60000000000002,70.73000000000002,1,1,1.0
39,2,206.3,245.7,99.25,48.25,1,1,1.0
40,1,2.2,378.88,147.70000000000002,69.94999999999999,1,1,1.0
40,2,206.3,245.7,99.25,48.25,1,1,1.0
41,1,0.0,385.06,125.0,69.19,1,1,1.0
41,2,206.3,245.7,99.25,48.25,1,1,1.0
42,1,0.0,391.25,100.1,68.42000000000002,1,1,1.0
42,2,206.3,245.7,99.25,48.25,1,1,1.0
43,1,0.0,397.43,75.2,67.64999999999998,1,1,1.0
43,2,206.3,245.7,99.25,48.25,1,1,1.0
44,1,0.0,403.62,50.3,66.88,1,1,1.0
44,2,206.3,245.7,99.25,48.25,1,1,1.0
45,1,0.0,403.62,25.2,66.88,1,1,1.0
45,2,206.3,245.7,99.25,48.25,1,1,1.0
46,2,206.3,245.7,99.25,48.25,1,1,1.0
47,2,206.3,245.7,99.25,48.25,1,1,1.0
48,2,206.3,245.7,99.25,48.25,1,1,1.0
49,2,206.3,245.7,99.25,48.25,1,1,1.0
50,2,206.3,245.7,99.25,48.25,1,1,1.0
51,2,206.3,245.7,99.25,48.25,1,1,1.0
52,2,206.3,245.7,99.25,48.25,1,1,1.0
52,4,950.39,225.29,9.610000000000014,58.45000000000002,1,1,1.0
53,2,206.3,245.7,99.25,48.25,1,1,1.0
53,4,945.14,225.76,14.860000000000014,60.0,1,1,1.0
54,2,206.3,245.7,99.25,48.25,1,1,1.0
54,4,939.88,226.24,20.120000000000005,61.52999999999997,1,1,1.0
55,2,206.3,245.7,99.25,48.25,1,1,1.0
55,4,934.62,226.71,25.379999999999995,63.069999999999965,1,1,1.0
56,2,206.3,245.7,99.25,48.25,1,1,1.0
56,4,929.36,227.18,30.639999999999986,64.62,1,1,1.0
57,2,206.3,245.7,99.25,48.25,1,1,1.0
57,4,924.11,227.66,35.889999999999986,66.15,1,1,1.0
